Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Nature],[Observation Status],[Reporting Type],[Sex],[Units]
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.40","2016","","","","","UNAIDS","","","15-24","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.18","2016","","","","","UNAIDS","","","15-49","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.26","2016","","","","","UNAIDS","","","15-49","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.22","2016","","","","","UNAIDS","","","15-49","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.00","2016","","","","","UNAIDS","","","50+","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.00","2016","","","","","UNAIDS","","","50+","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.00","2016","","","","","UNAIDS","","","50+","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.11","2016","","","","","UNAIDS","","","ALLAGE","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.16","2016","","","","","UNAIDS","","","ALLAGE","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2016","0.13","2016","","","","","UNAIDS","","","ALLAGE","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.05","2017","","","","","UNAIDS","","","<15Y","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.34","2017","","","","","UNAIDS","","","15-24","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.41","2017","","","","","UNAIDS","","","15-24","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.38","2017","","","","","UNAIDS","","","15-24","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.17","2017","","","","","UNAIDS","","","15-49","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.25","2017","","","","","UNAIDS","","","15-49","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.10","2017","","","","","UNAIDS","","","ALLAGE","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.15","2017","","","","","UNAIDS","","","ALLAGE","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.13","2017","","","","","UNAIDS","","","ALLAGE","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.00","2017","","","","","UNAIDS","","","50+","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.00","2017","","","","","UNAIDS","","","50+","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.00","2017","","","","","UNAIDS","","","50+","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2017","0.21","2017","","","","","UNAIDS","","","15-49","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.12","2018","","","","","UNAIDS","","","ALLAGE","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.05","2018","","","","","UNAIDS","","","<15Y","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.32","2018","","","","","UNAIDS","","","15-24","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.38","2018","","","","","UNAIDS","","","15-24","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.35","2018","","","","","UNAIDS","","","15-24","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.16","2018","","","","","UNAIDS","","","15-49","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.23","2018","","","","","UNAIDS","","","15-49","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.19","2018","","","","","UNAIDS","","","15-49","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.00","2018","","","","","UNAIDS","","","50+","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.00","2018","","","","","UNAIDS","","","50+","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.10","2018","","","","","UNAIDS","","","ALLAGE","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.14","2018","","","","","UNAIDS","","","ALLAGE","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2018","0.00","2018","","","","","UNAIDS","","","50+","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.00","2019","","","","","UNAIDS","","","50+","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.09","2019","","","","","UNAIDS","","","ALLAGE","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.00","2019","","","","","UNAIDS","","","50+","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.13","2019","","","","","UNAIDS","","","ALLAGE","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.11","2019","","","","","UNAIDS","","","ALLAGE","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.00","2019","","","","","UNAIDS","","","50+","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.05","2019","","","","","UNAIDS","","","<15Y","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.29","2019","","","","","UNAIDS","","","15-24","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.36","2019","","","","","UNAIDS","","","15-24","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.32","2019","","","","","UNAIDS","","","15-24","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.14","2019","","","","","UNAIDS","","","15-49","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.21","2019","","","","","UNAIDS","","","15-49","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2019","0.18","2019","","","","","UNAIDS","","","15-49","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.04","2020","","","","","UNAIDS","","","<15Y","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.27","2020","","","","","UNAIDS","","","15-24","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.34","2020","","","","","UNAIDS","","","15-24","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.10","2020","","","","","UNAIDS","","","ALLAGE","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.30","2020","","","","","UNAIDS","","","15-24","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.13","2020","","","","","UNAIDS","","","15-49","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.20","2020","","","","","UNAIDS","","","15-49","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.17","2020","","","","","UNAIDS","","","15-49","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.00","2020","","","","","UNAIDS","","","50+","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.00","2020","","","","","UNAIDS","","","50+","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.00","2020","","","","","UNAIDS","","","50+","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.08","2020","","","","","UNAIDS","","","ALLAGE","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2020","0.12","2020","","","","","UNAIDS","","","ALLAGE","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.04","2021","","","","","UNAIDS","","","<15Y","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.24","2021","","","","","UNAIDS","","","15-24","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.32","2021","","","","","UNAIDS","","","15-24","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.28","2021","","","","","UNAIDS","","","15-24","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.12","2021","","","","","UNAIDS","","","15-49","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.19","2021","","","","","UNAIDS","","","15-49","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.16","2021","","","","","UNAIDS","","","15-49","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.00","2021","","","","","UNAIDS","","","50+","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.00","2021","","","","","UNAIDS","","","50+","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.00","2021","","","","","UNAIDS","","","50+","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.07","2021","","","","","UNAIDS","","","ALLAGE","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.09","2021","","","","","UNAIDS","","","ALLAGE","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2021","0.11","2021","","","","","UNAIDS","","","ALLAGE","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.18","2022","","","","","UNAIDS","","","15-49","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.15","2022","","","","","UNAIDS","","","15-49","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.00","2022","","","","","UNAIDS","","","50+","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.00","2022","","","","","UNAIDS","","","50+","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.00","2022","","","","","UNAIDS","","","50+","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.07","2022","","","","","UNAIDS","","","ALLAGE","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.11","2022","","","","","UNAIDS","","","ALLAGE","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.09","2022","","","","","UNAIDS","","","ALLAGE","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.31","2022","","","","","UNAIDS","","","15-24","E","A","G","MALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.27","2022","","","","","UNAIDS","","","15-24","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.11","2022","","","","","UNAIDS","","","15-49","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.22","2022","","","","","UNAIDS","","","15-24","E","A","G","FEMALE","PER_1000_UNINFECTED_POP"
"3","3.3","3.3.1","SH_HIV_INCD","Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)","360","Indonesia","2022","0.04","2022","","","","","UNAIDS","","","<15Y","E","A","G","BOTHSEX","PER_1000_UNINFECTED_POP"
